artists,track_name,popularity,duration_ms,explicit,danceability,energy,valence,tempo,track_genre
Halsey,Now Or Never,67,214801,False,0.67,0.585,0.447,110.03,pop
Jubin Nautiyal;Meet Bros.;Shardul Rathod,Dil Galti Kar Baitha Hai,67,273272,False,0.612,0.78,0.554,92.059,pop
The Lemonheads,Confetti - Remastered,25,164746,False,0.571,0.934,0.474,120.728,pop
New Order,True Faith,56,355066,False,0.589,0.784,0.941,116.981,pop
Roshan Sebastian;Sebastian Sathish;Adithya Gopi,Mandram Vantha,46,207272,False,0.662,0.158,0.167,109.968,pop
The Manges,Too Many Freaks,20,119706,False,0.46,0.961,0.831,180.069,pop
Indochine,Stef II,23,227333,False,0.516,0.85,0.484,125.058,pop
Bruno Mars;Anderson .Paak;Silk Sonic,Skate,0,203122,False,0.708,0.598,0.698,112.027,pop
Michael Bublé,Feeling Good,1,237333,False,0.535,0.547,0.477,115.146,pop
Christopher Wong;Vivian Chow,情未了,27,266493,False,0.652,0.318,0.0823,134.012,pop
Justin Bieber,Mistletoe,2,183066,False,0.623,0.668,0.823,161.948,pop
Doja Cat,Woman,88,172626,True,0.824,0.764,0.881,107.998,pop
Squeeze,Tempted,61,240333,False,0.729,0.356,0.392,95.026,pop
Sara Kays,Watching TV,0,160677,False,0.581,0.571,0.456,117.965,pop
沈雁,蘭花草,20,123506,False,0.556,0.345,0.518,104.087,pop
Yamazaru,ラブソング,43,284200,False,0.437,0.858,0.695,168.152,pop
Cigarettes After Sex,Affection,67,311000,True,0.403,0.417,0.251,89.966,pop
Denise Ho,癡情司,36,298080,False,0.27,0.241,0.312,174.29,pop
Jolin Tsai;Jay Chou,布拉格廣場,45,294600,False,0.609,0.806,0.408,189.182,pop
Christian Leave,Can't Help Falling in Love,63,135714,False,0.608,0.269,0.389,126.372,pop
GENERATIONS from EXILE TRIBE,Hard Knock Days,53,272773,False,0.559,0.936,0.717,92.024,pop
The Local Train,Aakhri Salaam,43,277432,False,0.471,0.651,0.495,173.906,pop
EDEN,XO,67,159512,False,0.611,0.39,0.617,163.897,pop
Creep Hyp,こんなに悲しいのに腹が鳴る,39,276266,False,0.647,0.68,0.218,111.042,pop
Mithoon;Arijit Singh;Sunidhi Chauhan,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",66,374205,False,0.523,0.557,0.196,111.766,pop
Hebe Tien,最暖的憂傷 (電視劇《溫暖的弦》主題曲),36,268823,False,0.416,0.379,0.17,150.879,pop
Creep Hyp,火まつり,38,132799,False,0.527,0.777,0.923,133.912,pop
許慧欣,忽然很想你,0,249040,False,0.548,0.687,0.454,136.201,pop
SEVENTEEN,VERY NICE,73,192092,False,0.746,0.898,0.879,121.967,pop
C AllStar,薄情歌,48,229555,False,0.64,0.583,0.499,127.998,pop
Pakho Chau,夠鐘,43,228600,False,0.656,0.506,0.269,139.987,pop
Jamie Cullum,It's Christmas,0,194706,False,0.598,0.447,0.365,123.855,pop
楊宗憲,這款的情愛,23,229643,False,0.401,0.442,0.314,139.844,pop
高爾宣 OSN,Baby U Decide,54,141921,False,0.75,0.781,0.56,139.959,pop
サザンオールスターズ,CHRISTMAS TIME FOREVER,36,259680,False,0.361,0.69,0.328,202.086,pop
Sam Smith,The Lighthouse Keeper,1,247493,False,0.394,0.17,0.315,130.721,pop
Levent Yüksel,Bu Aşkın Katili Sensin,37,245585,False,0.656,0.797,0.397,96.041,pop
BTS;Megan Thee Stallion,Butter - Megan Thee Stallion Remix,70,164457,False,0.739,0.588,0.774,109.958,pop
Jagjit Singh,Hare Rama Hare Rama Rama Rama Hare Hare,47,294582,False,0.64,0.488,0.609,82.986,pop
陳秋霞,六月天,23,178493,False,0.487,0.414,0.745,141.018,pop
Tribal Rain,Bhanai,52,229328,False,0.727,0.178,0.432,139.994,pop
TANK 呂建忠,If I were be the memory,49,291013,False,0.57,0.602,0.126,131.917,pop
Raymond Lam,愛在記憶中找你,49,254750,False,0.535,0.683,0.403,139.965,pop
Sammi Cheng,捨不得你,18,267120,False,0.408,0.559,0.249,146.33,pop
Yasser Desai;Aakanksha Sharma,Jogi,67,273188,False,0.651,0.562,0.607,81.029,pop
Jay Chou,本草綱目,47,207933,False,0.729,0.701,0.682,101.18,pop
Bronski Beat,Smalltown Boy,73,302413,False,0.685,0.584,0.939,134.546,pop
Mannequin Pussy,My Baby (Axe Nice),21,59400,False,0.335,0.922,0.248,92.456,pop
陳中;邱芸子,嫁妝,24,253986,False,0.561,0.517,0.227,135.891,pop
Dillinger Four,O.K. F.M. D.O.A.,23,190533,False,0.342,0.953,0.279,91.305,pop
Tove Lo;Gryffin,Talking Body - Gryffin Remix,43,269493,False,0.602,0.895,0.365,114.962,pop
Arjan Dhillon,Jawani,69,151218,False,0.782,0.69,0.429,99.944,pop
Sam Hui,鬼馬雙星 - 電影《鬼馬雙星》歌曲,22,147093,False,0.751,0.716,0.903,122.732,pop
Synapson,Ghetto Minimal,23,177853,False,0.908,0.635,0.717,120.966,pop
Vidyasagar;Pushpa Sriram,Machan Meesai,44,291133,False,0.779,0.827,0.863,123.96,pop
Harnoor,Waalian,67,206117,False,0.722,0.335,0.266,85.034,pop
Alka Yagnik,"Tune Zindagi Mein (Female Version) - From ""Humraaz""",45,313826,False,0.46,0.547,0.657,171.638,pop
Chromatics,Tick Of The Clock (Film Edit),49,287624,False,0.85,0.398,0.124,100.55,pop
Echosmith,I Heard the Bells on Christmas Day,0,182253,False,0.506,0.458,0.356,79.015,pop
Hi-Rez;KXNG Crooked;KR$NA,Playground,41,288000,True,0.815,0.729,0.525,149.952,pop
The Lemonheads,"My Hero, Zero",20,186000,False,0.469,0.788,0.685,141.768,pop
劉嘉慧,不對稱的愛情 (主題曲),23,273231,False,0.507,0.594,0.222,149.826,pop
Sloppy Seconds,Runnin' from the CIA,21,124026,True,0.371,0.885,0.932,199.325,pop
Kombinaciya,American Boy,41,283706,False,0.705,0.713,0.498,129.899,pop
Anthony Lazaro,Moody Wind,52,192260,False,0.766,0.38,0.292,114.995,pop
Joanna Wang,有你的快樂,46,195880,False,0.791,0.68,0.681,112.014,pop
Alka Yagnik,Gali Mein Chand - Happy,52,309413,False,0.427,0.402,0.624,103.379,pop
櫻坂46,On my way,36,228573,False,0.633,0.893,0.675,137.931,pop
BY2,愛丫愛丫,50,232000,False,0.589,0.692,0.407,151.821,pop
Cheap Trick,Surrender,56,253826,False,0.524,0.953,0.869,133.828,pop
Michael Bublé,It's Beginning to Look a Lot Like Christmas,0,206346,False,0.335,0.232,0.381,93.391,pop
L'Impératrice,Parfum thérémine,53,304993,False,0.662,0.591,0.204,102.045,pop
Tanishk Bagchi;Rashmi Virag;Zahrah S Khan,"Aafat (From ""Liger"")",66,163500,False,0.834,0.805,0.433,119.947,pop
Ritviz,Aaj Na,63,193425,False,0.659,0.345,0.338,84.761,pop
Sunflower Bean,Moment In The Sun,53,189634,False,0.687,0.63,0.548,115.986,pop
JVKE,this is what sadness feels like,50,191830,False,0.483,0.321,0.148,141.28,pop
Benson Boone,In The Stars,86,216410,False,0.362,0.54,0.3,78.007,pop
Vishal Chandrashekhar;Haricharan;Sinduri Vishal,"Kannukkulle (From ""Sita Ramam (Tamil)"")",65,232513,False,0.493,0.404,0.82,179.992,pop
J Boog,Let's Do It Again,64,192177,False,0.631,0.696,0.927,173.537,pop
Trevor Something,Enjoy the Silence,48,289704,False,0.554,0.692,0.462,109.998,pop
my little airport,四句,30,102870,False,0.645,0.102,0.511,91.594,pop
The Marías,We're the Lucky Ones,0,215933,False,0.37,0.184,0.0581,86.834,pop
Kajagoogoo,Too Shy - Midnight Mix,23,345106,False,0.699,0.542,0.675,107.308,pop
Chairlift,Moth to the Flame,25,177333,False,0.731,0.816,0.568,119.056,pop
Zapp,Dance Floor (Single Version),23,236400,False,0.928,0.884,0.927,110.847,pop
JVKE,catch me,40,177236,False,0.442,0.55,0.332,101.389,pop
Beach House,Space Song,73,320466,False,0.509,0.79,0.625,147.073,pop
Karen Mok,外面的世界,50,271786,False,0.452,0.161,0.173,131.644,pop
BTS,Boyz with Fun,65,244156,False,0.704,0.96,0.751,116.024,pop
Jubin Nautiyal;Rocky - Shiv,Humnava Mere,72,328992,False,0.401,0.553,0.364,79.144,pop
Cigarettes After Sex,Starry Eyes,62,206000,False,0.419,0.362,0.114,100.264,pop
張偉文;May Ho,帝女花之香夭(Live),20,333440,False,0.194,0.381,0.44,75.195,pop
TAEYONG;JENO;HENDERY;YANGYANG;GISELLE,ZOO,71,177413,False,0.823,0.923,0.629,122.922,pop
Climie Fisher,Love Changes (Everything),66,268186,False,0.624,0.868,0.806,111.143,pop
Dua Lipa,Physical,0,193829,False,0.647,0.844,0.746,146.967,pop
Mrs. GREEN APPLE;Sonoko Inoue,点描の唄,72,307066,False,0.502,0.632,0.308,152.014,pop
蔡國權,順流逆流,21,208680,False,0.509,0.411,0.362,172.119,pop
ITZY,SHOOT!,67,139213,False,0.852,0.762,0.907,131.958,pop
Royal & the Serpent,i can't get high,1,188141,True,0.656,0.56,0.577,91.038,pop
Prateek Kuhad,Raat Raazi,41,286956,False,0.481,0.254,0.138,105.418,pop
Prem Dhillon;Sidhu Moose Wala,Old Skool,68,253636,False,0.764,0.601,0.905,87.926,pop
19,すべてへ,35,260403,False,0.493,0.776,0.529,78.049,pop
Dhanush;Anirudh Ravichander,"Thaai Kelavi (From ""Thiruchitrambalam"")",76,258909,False,0.661,0.92,0.494,82.508,pop
Andy Lau,難免有錯,26,334853,False,0.529,0.409,0.102,126.672,pop
CHVRCHES,Miracle,44,188251,False,0.575,0.796,0.417,124.01,pop
Nikhil D'Souza,Har Kisi Ko,39,304025,False,0.463,0.788,0.382,179.968,pop
The Cars,Bye Bye Love,24,255160,False,0.626,0.741,0.911,126.513,pop
Hayley Kiyoko,deep in the woods,0,189898,False,0.508,0.749,0.411,87.986,pop
B Praak;Nawazuddin Siddiqui;Sunanda Sharma,Baarish Ki Jaaye,63,251428,False,0.524,0.765,0.475,157.487,pop
Billie Eilish,bad guy,0,194087,False,0.701,0.425,0.562,135.128,pop
IZ*ONE,Secret Story of the Swan,66,192333,False,0.703,0.941,0.758,102.969,pop
Janice Vidal,心亂如麻,51,246933,False,0.651,0.37,0.507,74.974,pop
Riria.,失恋ソング沢山聴いて 泣いてばかりの私はもう。,55,298952,False,0.603,0.525,0.273,149.977,pop
BUMP OF CHICKEN,SOUVENIR,74,264126,False,0.622,0.94,0.96,158.056,pop
Coldplay,Yellow,4,266773,False,0.429,0.661,0.285,173.372,pop
Teenage Bottlerocket,Everything to Me,25,176531,False,0.385,0.846,0.929,161.906,pop
The Dream Academy,Life in a Northern Town,0,256346,False,0.563,0.476,0.388,121.781,pop
BOØWY,"FUNNY BOY - FROM ""GIGS"" CASE OF BOOWY",36,256213,False,0.233,0.962,0.405,162.823,pop
Fountains Of Wayne,Stacy's Mom,76,197986,False,0.774,0.75,0.927,118.015,pop
Chyi Chin,大約在冬季,52,231520,False,0.668,0.361,0.432,73.919,pop
iKON,LOVE SCENARIO,71,209648,False,0.806,0.707,0.746,118.009,pop
Conan Gray,Heather,87,198040,False,0.357,0.425,0.27,102.078,pop
告五人,給你一瓶魔法藥水,58,258786,False,0.643,0.8,0.792,99.016,pop
Mike & The Mechanics,The Living Years,27,332333,False,0.527,0.429,0.277,97.893,pop
Owl City,Peppermint Winter,0,240560,False,0.451,0.803,0.145,153.95,pop
Z.TAO,越界,29,167272,False,0.521,0.64,0.647,69.032,pop
A-Mei Chang,解脫,53,284666,False,0.539,0.341,0.676,167.539,pop
Amit Trivedi;Kavita Seth;Amitabh Bhattacharya,"Iktara (From ""Wake Up Sid"")",70,253773,False,0.616,0.525,0.427,79.976,pop
Elvis Costello & The Attractions,Riot Act,23,216013,False,0.434,0.504,0.533,115.775,pop
Étienne Daho,Week-end à Rome - 2014 Remastered,24,252306,False,0.744,0.923,0.96,118.905,pop
Duran Duran,Ordinary World,26,277760,False,0.507,0.716,0.302,140.056,pop
my little airport,讓我搭一班會爆炸的飛機 - Live,34,169680,False,0.423,0.81,0.429,128.384,pop
Abin Fang,壞人,60,300093,False,0.462,0.516,0.283,99.671,pop
Eason Chan,歲月如歌,51,207852,False,0.592,0.427,0.453,139.908,pop
Orchestral Manoeuvres In The Dark,"Pandora's Box (It's A Long, Long Way) - Remastered 2019",29,246653,False,0.57,0.911,0.739,119.849,pop
Owl City,Fireflies,0,228346,False,0.513,0.663,0.476,180.185,pop
David Tao,月亮代表誰的心,44,204986,False,0.622,0.421,0.513,169.92,pop
Yasser Desai,Dil Maang Raha Hai,66,193333,False,0.636,0.726,0.542,162.035,pop
Terence Lam,拼命無恙 in Bb major,48,241062,False,0.532,0.443,0.19,151.996,pop
YOASOBI,Into The Night,60,262153,False,0.647,0.859,0.78,130.024,pop
Graham Parker,Almost Thanksgiving Day,20,203933,False,0.433,0.573,0.363,119.728,pop
Claire Rosinkranz,Hotel,66,134781,False,0.856,0.656,0.949,133.927,pop
Romeo Void,Wrap It Up,22,205600,False,0.53,0.729,0.822,150.703,pop
BTS,Answer : Love Myself,69,251279,False,0.568,0.793,0.45,108.051,pop
BLACKPINK,WHISTLE,74,211631,False,0.818,0.723,0.607,102.945,pop
Kelly Chen,體會,0,265240,False,0.597,0.362,0.233,128.439,pop
Squeeze,Tempted,61,240333,False,0.729,0.356,0.392,95.026,pop
Faye Wong,執迷不悔,52,273840,False,0.624,0.422,0.134,139.865,pop
BIBI,Animal Farm,69,203945,False,0.617,0.57,0.375,107.971,pop
Barreracudas,Nasty Boots,20,139413,False,0.248,0.894,0.626,173.693,pop
Karen Mok,如果沒有你,52,287013,False,0.507,0.281,0.264,125.893,pop
C AllStar,留下來的人,53,244735,False,0.402,0.435,0.35,157.204,pop
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,pop
Tanveer Evan;Ahmed Shakib,Maine Royaan (Lofi Remix),67,304529,False,0.35,0.468,0.0467,71.312,pop
TWICE,MORE & MORE,68,199653,False,0.739,0.841,0.562,106.99,pop
Nick Lowe,Lay It On Me Baby,21,172106,False,0.592,0.597,0.844,119.363,pop
Eric Chou,我很快樂,58,296987,False,0.302,0.454,0.455,149.606,pop
Serrini,Don't Text Him,41,274603,False,0.38,0.265,0.324,207.521,pop
Cigarettes After Sex,Each Time You Fall in Love,65,290630,False,0.378,0.533,0.285,75.927,pop
SCANDAL,瞬間センチメンタル,55,224626,False,0.502,0.953,0.695,167.908,pop
Shiga Lin,I'm Still Loving You,50,212601,False,0.398,0.4,0.322,134.435,pop
Yuvan Shankar Raja,Veera Soora,36,205145,False,0.552,0.742,0.537,200.029,pop
Jimmy Eat World,Work,23,190714,False,0.573,0.922,0.536,120.917,pop
Tove Lo,Habits (Stay High),0,208000,False,0.688,0.719,0.406,110.014,pop
The Lemonheads,Stove,22,188600,False,0.201,0.672,0.554,184.171,pop
Ritviz,Udd Gaye,67,180413,False,0.595,0.817,0.483,144.961,pop
Yuuri,ドライフラワー,67,285586,False,0.463,0.624,0.521,147.929,pop
Fujii Kaze,grace,70,289541,False,0.668,0.685,0.637,108.971,pop
George Lam,分分鐘需要你,41,182493,False,0.532,0.413,0.798,111.946,pop
Synapson;Sirius Trema,Control (feat. Sirius Trema),24,238720,False,0.54,0.834,0.377,117.086,pop
Vijay Antony;Jayarajagopalam;Sathya Lakshmi,Macha Kanni,57,290053,False,0.778,0.816,0.83,148.023,pop
Papa Dance,Kamikaze wróć!,24,224213,False,0.719,0.89,0.975,127.848,pop
Della,猜不透,55,233360,False,0.565,0.455,0.182,139.956,pop
SEVENTEEN,Ready to love,70,186760,False,0.668,0.705,0.549,129.984,pop
Jordan Chan,我愛的人,48,266333,False,0.551,0.422,0.172,131.655,pop
ØMI,You (Prod. SUGA of BTS),49,187364,False,0.677,0.517,0.482,135.893,pop
Sajjan Raj Vaidya,Kuraakaani,45,262004,False,0.52,0.316,0.305,93.001,pop
吳青峰;Stefanie Sun,(......醉鬼阿Q)(feat. 孫燕姿),43,216399,False,0.586,0.79,0.228,120.067,pop
Atif Aslam;Shreya Ghoshal,Jeene Laga Hoon,65,236933,False,0.533,0.732,0.554,90.315,pop
Anuradha Paudwal,Om Bhurbhuwasah,53,3340672,False,0.719,0.466,0.812,137.159,pop
Vivian Koo,該如何放棄愛,22,235509,False,0.537,0.621,0.461,144.031,pop
SID,乱舞のメロディ,60,232666,False,0.417,0.966,0.623,192.067,pop
Sertab Erener;Can Bonomo,Fış Fış Kayıkçı,38,424029,False,0.657,0.134,0.119,117.838,pop
楊培安,小小羊兒要回家 / 流淚的河 - 現場版,23,426253,False,0.236,0.932,0.251,148.542,pop
David Guetta;MistaJam;John Newman,If You Really Love Me (How Will I Know),0,184390,False,0.692,0.883,0.614,122.984,pop
a-ha,I've Been Losing You,1,266533,False,0.639,0.775,0.45,118.993,pop
Jamie Cullum,Turn On The Lights,2,254960,False,0.64,0.67,0.46,107.973,pop
The Yellow Diary,Tere Jeya Hor Disda,55,190122,False,0.561,0.526,0.463,89.996,pop
BTS,Life Goes On,79,207481,False,0.566,0.716,0.45,81.068,pop
Rooney,Iron Man Armored Adventures Theme,50,136240,False,0.571,0.891,0.821,144.985,pop
Leslie Cheung,"今生今世 - 電影""金枝玉葉""歌曲",50,102293,False,0.558,0.119,0.17,129.569,pop
my little airport,獨身的理由,36,148128,False,0.591,0.456,0.518,124.012,pop
Eason Chan,淘汰,56,285000,False,0.512,0.551,0.206,117.978,pop
Jubin Nautiyal;Prakriti Kakar;Tanishk Bagchi;Anand-Milind,"Gazab Ka Hai Din (From ""Dil Juunglee"")",57,236325,False,0.325,0.421,0.204,170.363,pop
THE CHARM PARK,花が咲く道,45,216860,False,0.403,0.929,0.518,100.069,pop
salem ilese,Marry Christmas,0,162009,False,0.541,0.753,0.572,149.743,pop
Fitz and The Tantrums,I Just Wanna Shine,0,207925,False,0.705,0.918,0.537,92.513,pop
Prateek Kuhad,Kadam,51,214603,False,0.55,0.356,0.343,159.911,pop
BLACKPINK,The Happiest Girl,67,222025,False,0.439,0.352,0.548,181.517,pop
Direct Hit!,Blood on Your Tongue,22,138506,False,0.45,0.942,0.722,174.978,pop
Sertab Erener,Tesadüf Aşk,41,233042,False,0.437,0.479,0.308,141.49,pop
The Stranglers,5 Minutes - 1996 Remaster,26,196866,False,0.405,0.937,0.523,147.207,pop
Dhanush;Anirudh Ravichander,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",77,142258,False,0.789,0.536,0.877,124.029,pop
Kay Tse,鍾無艷,44,278573,False,0.626,0.42,0.386,112.262,pop
Gary Numan,Cars,63,238906,False,0.545,0.578,0.819,128.038,pop
Dan Vapid & the Cheats,Miracle Drug,22,133558,False,0.463,0.904,0.886,175.031,pop
Jacky Wu;Huang Yee Ling,受傷的心,21,266800,False,0.509,0.365,0.267,130.006,pop
Pong Nan;Tang Siu Hau,自知之明,39,222857,False,0.521,0.23,0.472,125.398,pop
BTS,Dis-ease,69,239722,False,0.731,0.845,0.484,101.085,pop
BTS,Dynamite,69,199053,False,0.746,0.765,0.737,114.044,pop
Huntingtons,No Pool Party Tonight,22,183800,False,0.556,0.959,0.713,97.589,pop
The Blow Monkeys,Digging Your Scene,26,245266,False,0.565,0.875,0.676,102.554,pop
Ezginin Günlügü,Zerdaliler,45,260480,False,0.407,0.292,0.293,86.411,pop
Magazine,Definitive Gaze,32,268640,False,0.428,0.857,0.683,137.53,pop
Hoodoo Gurus,World Of Pain,23,224658,True,0.648,0.575,0.855,141.961,pop
my little airport,土瓜灣情歌,43,143360,False,0.315,0.411,0.483,144.236,pop
Urszula,Anioł Wie...,31,258755,False,0.6,0.62,0.573,132.9,pop
Justin Bieber,Mistletoe,0,183066,False,0.623,0.668,0.823,161.948,pop
Alejandro Escovedo,Bottom Of The World,24,184693,False,0.655,0.687,0.803,126.397,pop
Bayaan,Teri Tasveer,46,298905,False,0.549,0.432,0.229,118.941,pop
盧業瑂,為什麼,20,243733,False,0.595,0.265,0.304,105.811,pop
Level 42,Something About You,31,264600,False,0.721,0.672,0.804,104.976,pop
FM-84;Ollie Wride,Running in the Night,56,270000,False,0.527,0.714,0.375,133.015,pop
Jacky Cheung;Anita Mui,"相愛很難 - 電影""男人四十""歌曲",52,223253,False,0.495,0.559,0.322,134.508,pop
Teenage Bottlerocket,Never Sing Along,24,160425,True,0.564,0.985,0.446,94.972,pop
Swing,那邊見,38,253040,False,0.606,0.612,0.44,89.983,pop
Maroon 5;Wiz Khalifa,Payphone,84,231173,True,0.743,0.752,0.545,110.015,pop
Badfinger,Come And Get It - Remastered 2010,55,143213,False,0.616,0.629,0.606,94.004,pop
The Happy Fits,She Wants Me (To Be Loved),64,199413,False,0.779,0.727,0.727,119.935,pop
Joey Yung,東京人壽,39,256459,False,0.453,0.802,0.376,142.2,pop
Little Dragon,Where You Belong,62,207037,False,0.737,0.436,0.36,83.022,pop
Leslie Cheung,風繼續吹,49,308573,False,0.538,0.426,0.322,133.786,pop
Jeanne Added,Before the Sun,29,257413,False,0.524,0.764,0.0388,121.923,pop
PornoGraffitti,瞬く星の下で,35,229106,False,0.584,0.965,0.564,134.944,pop
Muni Long,Hrs & Hrs,77,204316,True,0.523,0.521,0.661,133.953,pop
Eric Chou,Nobody But Me,48,254706,False,0.641,0.593,0.395,138.091,pop
Justin Bieber,Mistletoe,2,183066,False,0.623,0.668,0.823,161.948,pop
David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,Family,3,158994,False,0.687,0.717,0.685,88.063,pop
Quinn XCII,Stacy,64,168986,False,0.744,0.556,0.505,105.006,pop
Sam Smith,Have Yourself A Merry Little Christmas,0,170964,False,0.438,0.178,0.344,75.25,pop
Sidhu Moose Wala;Byg Bird,Outlaw,68,179375,False,0.727,0.672,0.135,94.006,pop
Spandau Ballet,Only When You Leave,34,308760,False,0.585,0.831,0.701,137.271,pop
Andrew Gold,"Witches, Witches, Witches",0,186373,False,0.726,0.772,0.867,140.113,pop
Angela Chang,歐若拉,49,259160,False,0.507,0.77,0.651,170.001,pop
Miriam Yeung,可惜我是水瓶座,56,215333,False,0.537,0.385,0.554,169.98,pop
Fetty Wap;Remy Boyz,679,0,196693,True,0.618,0.717,0.603,190.046,pop
Danny Chan;Bryan Choy Hin Lok;David Ling Jr,一生何求,20,281826,False,0.597,0.431,0.335,124.059,pop
Gündoğarken,Sarmaş Dolaş,37,197600,False,0.326,0.789,0.684,202.34,pop
Mr.Children,Replay,40,269600,False,0.633,0.717,0.608,118.205,pop
TWICE,YES or YES,69,237680,False,0.702,0.913,0.735,137.981,pop
BLACKPINK,Typa Girl,61,179172,False,0.917,0.596,0.511,131.96,pop
Axix,Mero Prem,48,209092,False,0.415,0.775,0.144,137.796,pop
Tubeway Army,Are 'Friends' Electric?,58,323133,False,0.428,0.714,0.435,94.033,pop
Ritviz,Chandamama,51,166958,False,0.661,0.374,0.349,92.011,pop
Stefanie Sun,逆光,54,294026,False,0.306,0.579,0.306,175.925,pop
Prateek Kuhad,Khone Do,44,239360,False,0.514,0.123,0.169,122.782,pop
Sam Lee,手放開,55,265156,False,0.694,0.618,0.458,111.943,pop
Mrs. GREEN APPLE,インフェルノ,68,211600,False,0.533,0.918,0.662,92.504,pop
サザンオールスターズ,Oh!クラウディア,35,207507,False,0.509,0.552,0.349,138.109,pop
Blondie,"Call Me - Single Version / Theme From ""American Gigolo""",6,212706,False,0.557,0.832,0.75,142.702,pop
Stefanie Sun,眼淚成詩,46,221200,False,0.332,0.264,0.309,138.754,pop
The Replacements,Anywhere's Better Than Here - 2008 Remaster,23,167760,False,0.615,0.874,0.826,130.456,pop
Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,O Re Piya,71,379768,False,0.586,0.532,0.494,99.994,pop
my little airport,廣州足浴一夜,35,140293,False,0.632,0.354,0.323,113.068,pop
